sno,registration_no,project_name,promoter_name,district,project_type
586,UPRERAPRJ5665,"Jaypee Greens, V-4/7 Land 1, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
587,UPRERAPRJ5699,"Jaypee Greens, V-5 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
588,UPRERAPRJ5638,"Jaypee Greens, V-5/9 Land 2, Greater Noida",Jaiprakash Associates Limited,Gautam Buddha Nagar,Residential
589,UPRERAPRJ2662,JC WORLD HOSPITALITY PRIVATE LIMITED,RITA DIXIT,Gautam Buddha Nagar,Commercial
590,UPRERAPRJ6966,JKG PALM COURT PHASE-I,JKG CONSTRUCTION PVT LTD,Gautam Buddha Nagar,Residential
591,UPRERAPRJ7088,JKG PALM COURT PHASE-II,JKG CONSTRUCTION PVT LTD,Gautam Buddha Nagar,Residential
592,UPRERAPRJ8757,JM FLORENCE,J.M. HOUSING LTD,Gautam Buddha Nagar,Residential
593,UPRERAPRJ5617,JMDR Arihant Green,BLISS TOWN DEVELOPERS PRIVATE LIMITED; JMDR INFRA PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
594,UPRERAPRJ9204,JNC THE PARK,J.N.C. CONSTRUCTIONS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
595,UPRERAPRJ16603,JP HITE,JATINDER PAL SINGH,Gautam Buddha Nagar,Residential
596,UPRERAPRJ775503/06/2025,JP Parks,Ganadhi Pati Construction Private Limited,Gautam Buddha Nagar,Commercial
597,UPRERAPRJ13401,K D HOUSING,K.D. HOUSING,Gautam Buddha Nagar,Residential
598,UPRERAPRJ14980,Kalpataru Vista,Kalpataru Urbanscape LLP,Gautam Buddha Nagar,Residential
599,UPRERAPRJ547975/08/2024,KAMAKHYA CROSS WALK,HT KAMAKHYA DEVELOPERS,Gautam Buddha Nagar,Commercial
600,UPRERAPRJ9029,Kasna Plaza Ph 1,Saffron Builders Pvt. Ltd.,Gautam Buddha Nagar,Commercial
601,UPRERAPRJ9216,KAVERI CITY CENTRE,KAVERI TECHOBUILD PVT. LTD,Gautam Buddha Nagar,Commercial
602,UPRERAPRJ360269/03/2026,Kaveri City Centre-2,KAVERI ELITE INFRA DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
603,UPRERAPRJ106335/05/2026,KB Central,AVORA BUILDERS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
604,UPRERAPRJ6284,KB COMPLEX,Shree Kunj Bihariji Infratech Pvt.Ltd,Gautam Buddha Nagar,Commercial
605,UPRERAPRJ151218,KB India Mart,Shree Kunj Bihariji Infracon Pvt. Ltd.,Gautam Buddha Nagar,Commercial
606,UPRERAPRJ422027/01/2026,KB West Walk,Shree Kunj Bihariji Realty Private Limited,Gautam Buddha Nagar,Commercial
607,UPRERAPRJ4527,KBNOWS APARTMENT,RUDRA BUILDWELL CONSTRUCTIONS PVT LTD,Gautam Buddha Nagar,Residential
608,UPRERAPRJ205557/04/2026,KDMG CENTRAL PLAZA,ANALOX TOWN PLANNERS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
609,UPRERAPRJ4752,KHELGAON (Phase -1: Tower A B C & D),AJNARA INDIA LIMITED,Gautam Buddha Nagar,Residential
610,UPRERAPRJ4934,KHELGAON (Phase -2: Tower P Q & R),AJNARA INDIA LIMITED,Gautam Buddha Nagar,Residential
611,UPRERAPRJ4973,KHELGAON (Phase -3: CITY WALK),AJNARA INDIA LIMITED,Gautam Buddha Nagar,Commercial
612,UPRERAPRJ3149,KINGS PARK,TODAY HOMES AND INFRASTRUCTURE PVT. LTD.,Gautam Buddha Nagar,Residential
613,UPRERAPRJ13996,"Kingswood  Phase-IV (D1 To D5, J1 TO J9, M7, M8)",AMRAPALI SMART CITY DEVELOPERS PVT LTD,Gautam Buddha Nagar,Residential
614,UPRERAPRJ721299/01/2026,KOURTYARD,LAXMI TOWN PLANNERS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
615,UPRERAPRJ3375,Kumar Imperial Greens,Keltech Infrastructure Limited,Gautam Buddha Nagar,Residential
616,UPRERAPRJ3122,KVD WINDPARK,KV Developers Private Limited,Gautam Buddha Nagar,Residential
617,UPRERAPRJ6050,La Galaxia,Newtech Promoters and Developers Pvt. Ltd.,Gautam Buddha Nagar,Residential
618,UPRERAPRJ6069,La Palacia,Newtech La Palacia Private Limited,Gautam Buddha Nagar,Residential
619,UPRERAPRJ9357,La Residentia,LA RESIDENTIA DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
620,UPRERAPRJ2733,"La Solara,Phase-1 (Tower B & C)",Belgravia Projects Private Limited,Gautam Buddha Nagar,Residential
621,UPRERAPRJ4460,"La Solara,Phase-2 (Tower A & D)",Belgravia Projects Private Limited,Gautam Buddha Nagar,Residential
622,UPRERAPRJ3817,"Le Garden (Phase-1, Tower D E F & G)",Ajnara Realtech Limited,Gautam Buddha Nagar,Residential
623,UPRERAPRJ3828,"Le Garden (Phase-2, Tower H I J O & Q)",Ajnara Realtech Limited,Gautam Buddha Nagar,Residential
624,UPRERAPRJ3852,"Le Garden (Phase-3, Tower K L M & N)",Ajnara Realtech Limited,Gautam Buddha Nagar,Residential
625,UPRERAPRJ4600,"Le Garden (Phase-4, LE MART Convinient Shops)",Ajnara Realtech Limited,Gautam Buddha Nagar,Residential
626,UPRERAPRJ7486,Le Garden (Tower A B & C),Ajnara Realtech Limited,Gautam Buddha Nagar,Residential
627,UPRERAPRJ688396/10/2024,LEGACY BY GAURS,GOLF HORIZON LLP,Gautam Buddha Nagar,Residential
628,UPRERAPRJ605603/01/2026,LEVANTE CITY VISTA,FASTECH GLOBE REALTORS,Gautam Buddha Nagar,Commercial
629,UPRERAPRJ211439/02/2026,LEVANTE METRO WALK,LEVANTE PROJECTS,Gautam Buddha Nagar,Commercial
630,UPRERAPRJ307878/07/2026,Lifestyle Central,DTR DEVELOPERS LLP,Gautam Buddha Nagar,Commercial
631,UPRERAPRJ5490,LIG ZONE I(L01 - LO6),M/s Uttam Steels & Associates { Consortium) throug; ANSAL HI-TECH TOWNSHIPS LTD,Gautam Buddha Nagar,Residential
632,UPRERAPRJ5578,LIG ZONE-3 (Tower L-19 to L-36),M/s Uttam Steels & Associates { Consortium) throug; ANSAL HI-TECH TOWNSHIPS LTD,Gautam Buddha Nagar,Residential
633,UPRERAPRJ5491,LIG ZONE-II(L07 - L18),M/s Uttam Steels & Associates { Consortium) throug; ANSAL HI-TECH TOWNSHIPS LTD,Gautam Buddha Nagar,Residential
634,UPRERAPRJ15269,LONDON MART (PHASE-1),MART PROMOTERS PVT. LTD.,Gautam Buddha Nagar,Commercial
635,UPRERAPRJ454215,Lord Krishna Mart,SAVIOUR BUILDERS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
636,UPRERAPRJ639080,LORD KRISHNA MEDLLEY,SAVIOUR INFRA PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
637,UPRERAPRJ10636,LORDS,KINDLE DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
638,UPRERAPRJ12985,LORDS MART,G.S. BUILDWEL PVT. LTD.,Gautam Buddha Nagar,Commercial
639,UPRERAPRJ6828,"LOTUS 300 (TOWER 3-6, CLUB AND COMMERCIAL BUILDING",HACIENDA PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
640,UPRERAPRJ5409,Lotus Arena,ARENA SUPERSTRUCTURES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
641,UPRERAPRJ5388,Lotus Arena II,Piyush IT Solutions Private Limited,Gautam Buddha Nagar,Residential
642,UPRERAPRJ9290,"LOTUS BOULEVARD ESPACIA (TOWER 37-38, CLUB AND COM",CLOUD 9 PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
643,UPRERAPRJ9295,LOTUS BOULEVARD ESPACIA TOWER 31,CLOUD 9 PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
644,UPRERAPRJ6450,"LOTUS BOULEVARD T-28, T-29 AND T-30",GRANITE GATE PROPERTIES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
645,UPRERAPRJ9679,LOTUS CITY (PLOTTED TOWNSHIP),THREE C HOMES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
646,UPRERAPRJ5442,LOTUS ISLE (RESIDENTIAL),THREE C PROPERTIES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
647,UPRERAPRJ9275,"LOTUS PANACHE (TOWER 1-4, 14-31, CLUB AND COMMERCI",GRANITE GATE PROPERTIES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
648,UPRERAPRJ5968,LOTUS YARDSCAPE PHASE I,Three C Green Developers Private Limited,Gautam Buddha Nagar,Residential
649,UPRERAPRJ7064,"LOTUS ZING (TOWER 3-14), CLUB AND COMMERCIAL BUILD",THREE C PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
650,UPRERAPRJ690055/10/2025,M3M J and C,MAYFAIRSKY ESTATES PRIVATE LIMITED,Gautam Buddha Nagar,Mixed
651,UPRERAPRJ442214,M3M The  Cullinan,Lavish Buildmart Pvt. Ltd.,Gautam Buddha Nagar,Mixed
652,UPRERAPRJ794824/10/2025,M3M The Cullinan II,Lavish Buildmart Pvt. Ltd.,Gautam Buddha Nagar,Mixed
653,UPRERAPRJ246070,M3M The Line,Skyline Propcon Private Limited,Gautam Buddha Nagar,Commercial
654,UPRERAPRJ14572,MAAN HEIGHTS,MAAN PROPERTIES AND DEVELOPERS PVT. LTD,Gautam Buddha Nagar,Residential
655,UPRERAPRJ13421,MAAN RESIDENCY,JASBIR MAAN,Gautam Buddha Nagar,Residential
656,UPRERAPRJ15728,"Magnate 192 (Tower 2,3 & 4)",192 Magnate Properties Private Limited,Gautam Buddha Nagar,Commercial
657,UPRERAPRJ17532,"MAHAGUN ""MARINA WWALK"" MALL",MAHAGUN REAL ESTATE PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
658,UPRERAPRJ2051,Mahagun Manorial,MAHAGUN (INDIA) PVT. LTD.,Gautam Buddha Nagar,Residential
659,UPRERAPRJ1846,MAHAGUN MANTRA 1,DHANYA PROMOTERS PRIVATE LIMITED (MAHAGUN GROUP),Gautam Buddha Nagar,Residential
660,UPRERAPRJ1870,MAHAGUN MANTRA II,Hebe Infrastructure Private Limited (MAHAGUN GROU,Gautam Buddha Nagar,Residential
661,UPRERAPRJ1670,Mahagun Meadows,LOGIX HEIGHTS PVT. LTD (MAHAGUN GROUP),Gautam Buddha Nagar,Residential
662,UPRERAPRJ125561,Mahagun Medalleo,Mahagun Infratech Private Limited; MAHAGUN INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
663,UPRERAPRJ3306,Mahagun Mezzaria,NEXGEN INFRACON PVT. LTD (MAHAGUN GROUP),Gautam Buddha Nagar,Residential
664,UPRERAPRJ1866,Mahagun Mirabella,Golfgreen Infra Pvt. Ltd.(MAHAGUN GROUP),Gautam Buddha Nagar,Residential
665,UPRERAPRJ999197/09/2024,Mahagun My Laagoon Phase 1,Aura Infrabiz LLP; LOTUS SRS BUILDTECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
666,UPRERAPRJ3330,MAHAGUN MYWOODS,MAHAGUN (INDIA) PVT. LTD.,Gautam Buddha Nagar,Residential
667,UPRERAPRJ6418,Mangalya Ophira,MANGALYA BUILDTECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
668,UPRERAPRJ6258,MANORATH,MASCOT HOMES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
669,UPRERAPRJ342117,Master Plan Commercial - Gaur Yamuna City,Gaursons Realtech Private Limited,Gautam Buddha Nagar,Commercial
670,UPRERAPRJ12475,MAX TOWERS,Wise Zone Builders Private Limited,Gautam Buddha Nagar,Commercial
671,UPRERAPRJ4737,MAXBLIS GRAND KINGISTON,MAXBLIS CONSTRUCTION PRIVATE LIMITED,Gautam Buddha Nagar,Residential
672,UPRERAPRJ4675,MAXBLIS GRAND WELLINGTON,MAXBLIS CONSTRUCTION PRIVATE LIMITED,Gautam Buddha Nagar,Residential
673,UPRERAPRJ7418,MAXBLIS WHITE HOUSE (PHASE III),MAXBLIS CONSTRUCTION PRIVATE LIMITED,Gautam Buddha Nagar,Residential
674,UPRERAPRJ9906,MAXBLIS WHITE HOUSE II,MAXBLIS CONSTRUCTION PRIVATE LIMITED,Gautam Buddha Nagar,Residential
675,UPRERAPRJ852,Mayfair Residency,SUPER CITY DEVELOPERS PVT LTD; AVINYA REALTECH INDIA PVT LIMITED-MILAN GROUP,Gautam Buddha Nagar,Residential
676,UPRERAPRJ8057,Meghdutam Encore,PALM DEVELOPERS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
677,UPRERAPRJ251909,MENTIS,GYGY INFRADESIGN PVT.LTD.,Gautam Buddha Nagar,Commercial
678,UPRERAPRJ928123/05/2025,"MIGSUN ALPHA CENTRAL PNO C2  CB ALPHA II GN, UP",SUPEREMO INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
679,UPRERAPRJ355095/05/2024,Migsun Central Market,ANSAL IT CITY  & PARKS LIMITED; MAHALUXMI BUILDTECH LIMITED; MAHALUXMI INFRAHOME PVT LTD,Gautam Buddha Nagar,Commercial
680,UPRERAPRJ932806/01/2025,MIGSUN DELTA STREET,MAHALUXMI INFRAHOME PVT LTD; PARSVNATH DEVELOPERS LIMITED,Gautam Buddha Nagar,Commercial
681,UPRERAPRJ187432,MIGSUN GALLERIA,Royalgolf link city projects private limited; MAHALUXMI REALTECH PVT LTD,Gautam Buddha Nagar,Commercial
682,UPRERAPRJ9784,MIGSUN GREEN MANSION,MAHALUXMI BUILDTECH LIMITED,Gautam Buddha Nagar,Residential
683,UPRERAPRJ15474,Migsun Jorbagh (Formerly The Hemisphere_Phase-2_Expa Villas),Royalgolf link city projects private limited,Gautam Buddha Nagar,Residential
684,UPRERAPRJ770923/05/2024,Migsun Nehru Place 1,ANSAL IT CITY  & PARKS LIMITED; MAHALUXMI BUILDTECH LIMITED; MAHALUXMI INFRAHOME PVT LTD,Gautam Buddha Nagar,Commercial
685,UPRERAPRJ216558/05/2024,Migsun Nehru Place 2,ANSAL IT CITY  & PARKS LIMITED; MAHALUXMI BUILDTECH LIMITED; MAHALUXMI INFRAHOME PVT LTD,Gautam Buddha Nagar,Commercial
686,UPRERAPRJ585500/05/2024,Migsun Nehru Place 3,ANSAL IT CITY  & PARKS LIMITED; MAHALUXMI BUILDTECH LIMITED; MAHALUXMI INFRAHOME PVT LTD,Gautam Buddha Nagar,Commercial
687,UPRERAPRJ2769,MIGSUN TWIINZ (Formerly know as MIGSUN WYNN),S. J. P. HOTELS & RESORTS PVT LTD,Gautam Buddha Nagar,Residential
688,UPRERAPRJ2679,MIGSUN ULTIMO,MAHALUXMI INFRAHOME PVT LTD,Gautam Buddha Nagar,Residential
689,UPRERAPRJ16612,MIGSUN VILAASA,YAMUNA BUILTECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
690,UPRERAPRJ3142,Mirage Phase I,Imperia Structures Ltd,Gautam Buddha Nagar,Residential
691,UPRERAPRJ4008,Mirage Phase II,Imperia Structures Ltd,Gautam Buddha Nagar,Residential
692,UPRERAPRJ11705,Morpheus Bluebell,Morpheus Prodevelopers Pvt Ltd,Gautam Buddha Nagar,Residential
693,UPRERAPRJ7881,Morpheus Pratiksha,MorpheusDevelopers Pvt Ltd; SRK BUILDWELL PRIVATE LIMITED,Gautam Buddha Nagar,Residential
694,UPRERAPRJ13882,NAGORI HOMES,VARUN YADAV,Gautam Buddha Nagar,Residential
695,UPRERAPRJ15731,NAGORI HOMES 2,VARUN YADAV,Gautam Buddha Nagar,Residential
696,UPRERAPRJ15732,NAGORI HOMES 3,VARUN YADAV,Gautam Buddha Nagar,Residential
697,UPRERAPRJ7104,NATIONAL TECHNOLOGY INCUBATOR,SUPPER PROP-MART PVT.LTD,Gautam Buddha Nagar,Commercial
698,UPRERAPRJ6660,NCR AURIEL TOWNE,M/S SHUBH ADVISORS PRIVATE LIMITED; WORLD INFRACONS PVT. LTD,Gautam Buddha Nagar,Commercial
699,UPRERAPRJ4790,NCR MONARCH,M/S JSS BUILDCON PRIVATE LIMITED,Gautam Buddha Nagar,Residential
700,UPRERAPRJ7003,NEOTOWN PHASE-1,PATEL ADVANCE JV,Gautam Buddha Nagar,Residential
701,UPRERAPRJ7256,NEOTOWN PHASE-2,PATEL ADVANCE JV,Gautam Buddha Nagar,Residential
702,UPRERAPRJ7327,NEOTOWN PHASE-3,PATEL ADVANCE JV,Gautam Buddha Nagar,Residential
703,UPRERAPRJ4124,"NEOWORLD ( PHASE-1 TOWER-D, E &F)",LOGIX INFRA DEVELOPERS PVT.LTD.,Gautam Buddha Nagar,Residential
704,UPRERAPRJ4612,"NEOWORLD ( PHASE-2 TOWER- A , B & G)",LOGIX INFRA DEVELOPERS PVT.LTD.,Gautam Buddha Nagar,Residential
705,UPRERAPRJ4678,"NEOWORLD ( PHASE-3 TOWER- C,H, SHOPS, & CLUB)",LOGIX INFRA DEVELOPERS PVT.LTD.,Gautam Buddha Nagar,Residential
706,UPRERAPRJ243992/03/2025,Nilay Square,Nilay Infratech Private Limited,Gautam Buddha Nagar,Commercial
707,UPRERAPRJ558356/04/2024,NIMBUS THE PALM VILLAGE,IITL- NIMBUS THE PALM VILLAGE,Gautam Buddha Nagar,Residential
708,UPRERAPRJ394364,NIRALA - BIZ PARK,NIRALA INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
709,UPRERAPRJ4730,NIRALA ASPIRE PH1 (A1 TO A8 & D1 TO D5),NIRALA HOUSING PRIVATE LIMITED,Gautam Buddha Nagar,Residential
710,UPRERAPRJ783018,"NIRALA ASPIRE PHASE-II (B1 TO B10, B12 , B14)",G3 ASPIRE NIRALA GOLD LLP; NIRALA HOUSING PRIVATE LIMITED,Gautam Buddha Nagar,Residential
711,UPRERAPRJ508551,"NIRALA ASPIRE PH-IV (B11, B15 to B23)",IRESH NIRALA GOLD PROJECTS LLP; NIRALA HOUSING PRIVATE LIMITED,Gautam Buddha Nagar,Residential
712,UPRERAPRJ825497/11/2025,NIRALA DIADEM,Parth Builtech Private Limited,Gautam Buddha Nagar,Commercial
713,UPRERAPRJ519100,Nirala Estate Phase-II,NIRALA INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
714,UPRERAPRJ265789,NIRALA ESTATE PHASE-III,NIRALA INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
715,UPRERAPRJ617209,NIRALA ESTATE PHASE-IV,NIRALA INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
716,UPRERAPRJ788191,NIRALA ESTATE PHASE-V,NIRALA INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
717,UPRERAPRJ531916/06/2025,Nirala Gateway,Parth Builtech Private Limited,Gautam Buddha Nagar,Commercial
718,UPRERAPRJ4975,"NIRALA GREENSHIRE PH-1 (G6-G12,G14)",NIRALA PROJECTS PRIVATE  LIMITED,Gautam Buddha Nagar,Residential
719,UPRERAPRJ120088,NIRALA GREENSHIRE PH-II,NIRALA PROJECTS PRIVATE  LIMITED,Gautam Buddha Nagar,Residential
720,UPRERAPRJ707952,Nirala Trio,NIRALA WORLD RESIDENCY PRIVATE LIMITED,Gautam Buddha Nagar,Residential
721,UPRERAPRJ284035,Nobility,Homekraft  Infra Private Limited; VTECH BUILDCON PVT. LTD.,Gautam Buddha Nagar,Residential
722,UPRERAPRJ335841,Noida Cyber Hub,Noida Cyber Park Pvt. Ltd.,Gautam Buddha Nagar,Commercial
723,UPRERAPRJ3841,NOIDA ONE --TOWER  A  (PHASE II),Pioneer eServe Private Limited,Gautam Buddha Nagar,Commercial
724,UPRERAPRJ7184,NOIDA WORLD ONE - PHASE 1,CBS INTERNATIONAL PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
725,UPRERAPRJ7380,NOIDA WORLD ONE - PHASE 2,CBS INTERNATIONAL PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
726,UPRERAPRJ7409,NOIDA WORLD ONE - PHASE 3,CBS INTERNATIONAL PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
727,UPRERAPRJ11643,NOIDA WORLD ONE - PHASE 5,CBS INTERNATIONAL PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Residential
728,UPRERAPRJ7467,NOIDA WORLD ONE PHASE - 4,CBS INTERNATIONAL PROJECTS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
729,UPRERAPRJ798312/05/2025,"NORTHWIND SANCTUARY Plot No. 7, Sector-PI, Gr. Noida",NORTHWIND ESTATES PRIVATE LIMITED; ASSOTECH INFRASTRUCTURE PRIVATE LIMITED,Gautam Buddha Nagar,Residential
730,UPRERAPRJ8646,NOVENA GREEN,D S D HOMES PRIVATE LIMITED,Gautam Buddha Nagar,Residential
731,UPRERAPRJ356178,NTPC ANANDAM PLAZA,SHARDA INFRA; NTPC SEHKARI AWAS SAMITI LIMITED,Gautam Buddha Nagar,Commercial
732,UPRERAPRJ4746,NX ONE,S.P.SAI.IT.PVT. LTD,Gautam Buddha Nagar,Commercial
733,UPRERAPRJ448845/02/2025,NXONE - ARK,S.P.SAI.IT.PVT. LTD,Gautam Buddha Nagar,Commercial
734,UPRERAPRJ199977/02/2025,NXONE - HIVE,S.P.SAI.IT.PVT. LTD,Gautam Buddha Nagar,Residential
735,UPRERAPRJ6908,OASIS GRANDSTAND ( PHASE 1),OASIS REALTECH PVT LTD,Gautam Buddha Nagar,Residential
736,UPRERAPRJ6990,OASIS GRANDSTAND ( PHASE 2),OASIS REALTECH PVT LTD,Gautam Buddha Nagar,Residential
737,UPRERAPRJ585804/01/2025,OASIS GRANDSTAND PHASE-2,OASIS REALTECH PVT LTD,Gautam Buddha Nagar,Residential
738,UPRERAPRJ1646,OASIS VENETIA HEIGHTS,OASIS BUILDMART INDIA PVT LTD,Gautam Buddha Nagar,Residential
739,UPRERAPRJ306637/02/2026,One Estate,Krishna Apra Projects Private Limited; CHAMBAL TRADINGS PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
740,UPRERAPRJ279516,ONE FNG,SS TECHNOPARK PRIVATE LIMITED,Gautam Buddha Nagar,Commercial
741,UPRERAPRJ6817,OneLeaf Troy,NIVAS PROMOTERS PVT LTD,Gautam Buddha Nagar,Residential
742,UPRERAPRJ920006/03/2024,ONYX BLUE,Splendor Information Technology Private Limited,Gautam Buddha Nagar,Commercial
743,UPRERAPRJ483588,OPULENCE PHASE A,SAHA ESTATE DEVELOPERS PRIVATE LIMITED; WISH LAND BUILD ZONE PVT. LTD.,Gautam Buddha Nagar,Residential
744,UPRERAPRJ376920,OPULENCE PHASE-I,SAHA ESTATE DEVELOPERS PRIVATE LIMITED; WISH LAND BUILD ZONE PVT. LTD.,Gautam Buddha Nagar,Residential
745,UPRERAPRJ960554,ORION ONE 32,WELLGROW INFOTECH PRIVATE LIMITED,Gautam Buddha Nagar,Mixed
746,UPRERAPRJ6404,ORIZZONTE,Concept Horizon Infra Private Limited,Gautam Buddha Nagar,Commercial
747,UPRERAPRJ12539,ORIZZONTE (RESIDENTIAL),Concept Horizon Infra Private Limited,Gautam Buddha Nagar,Residential
748,UPRERAPRJ819615/01/2026,Page 3 Noida,PAGE3 BUILDTECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
749,UPRERAPRJ16264,PAGE THREE RESIDENCES,HOME AND SOUL INFRATECH PRIVATE LIMITED,Gautam Buddha Nagar,Residential
750,UPRERAPRJ15563,PALM AASHIYANA,ADR HOMES,Gautam Buddha Nagar,Residential
751,UPRERAPRJ308567,PALM OLYMPIA PH 2,Sam India Abhimanyu Housing,Gautam Buddha Nagar,Residential
752,UPRERAPRJ409115/09/2024,Palm Olympia PH 3,Sam India Abhimanyu Housing,Gautam Buddha Nagar,Residential
753,UPRERAPRJ15466,PALM VALLEY,LUCKY WEALTH CONSTRUCTION PVT LTD,Gautam Buddha Nagar,Residential
754,UPRERAPRJ4386,Panchsheel Greens,Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
755,UPRERAPRJ8592,"PANCHSHEEL GREENS - II (TOWER - D1,D2& E5)",Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
756,UPRERAPRJ8595,"PANCHSHEEL GREENS - II (TOWER - E6,E7,D3 &D4)",Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
757,UPRERAPRJ8574,"PANCHSHEEL GREENS - II (TOWER-C1 TO C4,188 VILLAS)",Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
758,UPRERAPRJ8547,"PANCHSHEEL GREENS -II (TOWER - A1 TO A6,B1 TO B7)",Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
759,UPRERAPRJ8832,"PANCHSHEEL GREENS PHASE - 1 (B1 TO B3,F4 TO F6 & C",Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
760,UPRERAPRJ8584,"PANCHSHEEL GREENS-II(TOWER - E1 TO E4,COMMERCIAL,N",Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
761,UPRERAPRJ8533,PANCHSHEEL HYNISH PHASE -1 (TOWER-T8 &T9),Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
762,UPRERAPRJ8545,PANCHSHEEL HYNISH PHASE -3 (TOWER - T12),Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
763,UPRERAPRJ8538,PANCHSHEEL HYNISH PHASE-2(TOWER- T10 & T11),Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
764,UPRERAPRJ8845,PANCHSHEEL PINNACLE PHASE - 1 (TOWER - F2 & F3) PA,Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
765,UPRERAPRJ8855,PANCHSHEEL PINNACLE PHASE-2 (TOWER F1)PART OF PANC,Panchsheel Buildtech Pvt. Ltd.,Gautam Buddha Nagar,Residential
766,UPRERAPRJ8603,PANCHSHEEL PRATISTHA PHASE - 1(TOWER - T4 TO T7),Valuent Infradevelopers Private Limited,Gautam Buddha Nagar,Residential
767,UPRERAPRJ8612,"PANCHSHEEL PRATISTHA PHASE - 2 (TOWER T1 TO T3 , C",Valuent Infradevelopers Private Limited,Gautam Buddha Nagar,Residential
768,UPRERAPRJ8614,PANCHSHEEL PRATISTHA PHASE - 3 (TOWER - T8),Valuent Infradevelopers Private Limited,Gautam Buddha Nagar,Residential
769,UPRERAPRJ6339,PANCHTATVA PHASE-1,SANJEEV KUMAR,Gautam Buddha Nagar,Residential
770,UPRERAPRJ4884,Paradise Crystal Zone I (N&O),M/s Uttam Steels & Associates { Consortium) throug; ANSAL HI-TECH TOWNSHIPS LTD,Gautam Buddha Nagar,Residential
771,UPRERAPRJ5001,"Paradise Crystal Zone II (A, M, P & Q)",M/s Uttam Steels & Associates { Consortium) throug; ANSAL HI-TECH TOWNSHIPS LTD,Gautam Buddha Nagar,Residential
772,UPRERAPRJ3950,Paramount Emotions,Paramount Propbuild Pvt. Ltd.,Gautam Buddha Nagar,Residential
773,UPRERAPRJ297873,Paras Avenue,AMBIT BUILDWELL PVT.LTD.,Gautam Buddha Nagar,Commercial
774,UPRERAPRJ5576,Paras One33,Admired Height Projects Private Limited,Gautam Buddha Nagar,Commercial
775,UPRERAPRJ6511,park avenue,AIG INFRATECH INDIA PVT LTD,Gautam Buddha Nagar,Residential
